,Match_Id,Team_Id,Toss_Won,Bat_First,Win_Percenetage,Opponent_Win_Percentage,Win_Percenetage_Against,Toss_Decision_Win_Percentage,Bat_Decision_Win_Percentage,Match_Won
33,336003,2,1,0,50.35971223021583,42.10526315789474,64.70588235294117,54.09836065573771,56.45161290322581,0
34,336004,8,0,1,38.666666666666664,47.014925373134325,30.0,55.81395348837209,41.86046511627907,0
35,336004,4,1,0,47.014925373134325,38.666666666666664,70.0,40.625,59.42028985507246,1
36,336005,5,0,0,53.389830508474574,51.515151515151516,60.0,46.03174603174603,53.7037037037037,1
37,336005,1,1,1,51.515151515151516,53.389830508474574,40.0,55.072463768115945,43.54838709677419,0
38,336006,3,0,0,60.30534351145038,42.10526315789474,68.75,36.36363636363637,41.55844155844156,0
39,336006,6,1,1,42.10526315789474,60.30534351145038,31.25,43.75,31.57894736842105,1
40,336007,8,0,0,38.666666666666664,50.35971223021583,54.54545454545455,55.81395348837209,58.13953488372093,0
41,336007,2,1,1,50.35971223021583,38.666666666666664,45.45454545454545,54.09836065573771,43.54838709677419,1
42,336008,4,0,0,47.014925373134325,51.515151515151516,31.57894736842105,59.375,59.42028985507246,1
43,336008,1,1,1,51.515151515151516,47.014925373134325,68.42105263157895,55.072463768115945,43.54838709677419,0
44,336009,7,0,1,57.142857142857146,42.10526315789474,50.0,44.5945945945946,56.578947368421055,1
45,336009,6,1,0,42.10526315789474,57.142857142857146,50.0,43.75,68.42105263157895,0
46,336010,5,0,0,53.389830508474574,60.30534351145038,35.294117647058826,46.03174603174603,53.7037037037037,1
47,336010,3,1,1,60.30534351145038,53.389830508474574,64.70588235294117,63.63636363636363,58.44155844155844,0
48,336011,2,0,1,50.35971223021583,47.014925373134325,44.44444444444444,45.90163934426229,43.54838709677419,0
49,336011,4,1,0,47.014925373134325,50.35971223021583,55.55555555555556,40.625,59.42028985507246,1
50,336012,3,0,1,60.30534351145038,38.666666666666664,60.0,36.36363636363637,58.44155844155844,0
51,336012,8,1,0,38.666666666666664,60.30534351145038,40.0,44.18604651162791,58.13953488372093,1
52,336013,7,0,1,57.142857142857146,53.389830508474574,62.5,44.5945945945946,56.578947368421055,1
53,336013,5,1,0,53.389830508474574,57.142857142857146,37.5,53.96825396825397,53.7037037037037,0
54,336014,6,0,1,42.10526315789474,60.30534351145038,31.25,56.25,31.57894736842105,0
55,336014,3,1,0,60.30534351145038,42.10526315789474,68.75,63.63636363636363,41.55844155844156,1
56,336015,1,0,0,51.515151515151516,50.35971223021583,50.0,44.927536231884055,56.45161290322581,1
57,336015,2,1,1,50.35971223021583,51.515151515151516,50.0,54.09836065573771,43.54838709677419,0
58,336016,5,0,1,53.389830508474574,38.666666666666664,77.77777777777777,46.03174603174603,46.2962962962963,1
59,336016,8,1,0,38.666666666666664,53.389830508474574,22.22222222222223,44.18604651162791,58.13953488372093,0
60,336017,2,0,1,50.35971223021583,57.142857142857146,42.10526315789474,45.90163934426229,43.54838709677419,0
61,336017,7,1,0,57.142857142857146,50.35971223021583,57.89473684210526,55.4054054054054,43.421052631578945,1
62,336018,3,0,1,60.30534351145038,47.014925373134325,58.8235294117647,36.36363636363637,58.44155844155844,1
63,336018,4,1,0,47.014925373134325,60.30534351145038,41.1764705882353,40.625,59.42028985507246,0
64,336019,8,0,0,38.666666666666664,51.515151515151516,22.22222222222222,55.81395348837209,58.13953488372093,0
65,336019,1,1,1,51.515151515151516,38.666666666666664,77.77777777777777,55.072463768115945,43.54838709677419,1
66,336020,5,0,1,53.389830508474574,42.10526315789474,62.5,46.03174603174603,46.2962962962963,1
67,336020,6,1,0,42.10526315789474,53.389830508474574,37.5,43.75,68.42105263157895,0
68,336021,4,0,0,47.014925373134325,50.35971223021583,55.55555555555556,59.375,59.42028985507246,1
69,336021,2,1,1,50.35971223021583,47.014925373134325,44.44444444444444,54.09836065573771,43.54838709677419,0
70,336022,1,0,0,51.515151515151516,42.10526315789474,58.8235294117647,44.927536231884055,56.45161290322581,1
71,336022,6,1,1,42.10526315789474,51.515151515151516,41.1764705882353,43.75,31.57894736842105,0
72,336023,7,0,1,57.142857142857146,60.30534351145038,54.54545454545455,44.5945945945946,56.578947368421055,1
73,336023,3,1,0,60.30534351145038,57.142857142857146,45.45454545454545,63.63636363636363,41.55844155844156,0
74,336024,4,0,1,47.014925373134325,53.389830508474574,40.0,59.375,40.57971014492754,1
75,336024,5,1,0,53.389830508474574,47.014925373134325,60.0,53.96825396825397,53.7037037037037,0
76,336025,6,0,1,42.10526315789474,38.666666666666664,63.63636363636363,56.25,31.57894736842105,1
77,336025,8,1,0,38.666666666666664,42.10526315789474,36.36363636363637,44.18604651162791,58.13953488372093,0
78,336026,7,0,1,57.142857142857146,51.515151515151516,72.22222222222223,44.5945945945946,56.578947368421055,1
79,336026,1,1,0,51.515151515151516,57.142857142857146,27.77777777777777,55.072463768115945,56.45161290322581,0
80,336027,6,0,0,42.10526315789474,47.014925373134325,44.44444444444444,56.25,68.42105263157895,0
81,336027,4,1,1,47.014925373134325,42.10526315789474,55.55555555555556,40.625,40.57971014492754,1
82,336028,5,0,1,53.389830508474574,50.35971223021583,43.75,46.03174603174603,46.2962962962963,1
83,336028,2,1,0,50.35971223021583,53.389830508474574,56.25,54.09836065573771,56.45161290322581,0
84,336029,8,0,1,38.666666666666664,57.142857142857146,40.0,55.81395348837209,41.86046511627907,0
85,336029,7,1,0,57.142857142857146,38.666666666666664,60.0,55.4054054054054,43.421052631578945,1
86,336030,1,0,0,51.515151515151516,60.30534351145038,37.5,44.927536231884055,56.45161290322581,0
87,336030,3,1,1,60.30534351145038,51.515151515151516,62.5,63.63636363636363,58.44155844155844,1
88,336031,2,0,1,50.35971223021583,42.10526315789474,58.8235294117647,45.90163934426229,43.54838709677419,0
89,336031,6,1,0,42.10526315789474,50.35971223021583,41.1764705882353,43.75,68.42105263157895,1
90,336032,1,0,1,51.515151515151516,53.389830508474574,40.0,44.927536231884055,43.54838709677419,0
91,336032,5,1,0,53.389830508474574,51.515151515151516,60.0,53.96825396825397,53.7037037037037,1
92,336033,7,0,1,57.142857142857146,47.014925373134325,50.0,44.5945945945946,56.578947368421055,0
93,336033,4,1,0,47.014925373134325,57.142857142857146,50.0,40.625,59.42028985507246,1
94,336034,3,0,0,60.30534351145038,50.35971223021583,63.1578947368421,36.36363636363637,41.55844155844156,0
95,336034,2,1,1,50.35971223021583,60.30534351145038,36.8421052631579,54.09836065573771,43.54838709677419,1
96,336036,4,0,1,47.014925373134325,38.666666666666664,70.0,59.375,40.57971014492754,1
97,336036,8,1,0,38.666666666666664,47.014925373134325,30.0,44.18604651162791,58.13953488372093,0
98,336037,6,0,1,42.10526315789474,57.142857142857146,50.0,56.25,31.57894736842105,1
99,336037,7,1,0,57.142857142857146,42.10526315789474,50.0,55.4054054054054,43.421052631578945,0
100,336038,3,0,0,60.30534351145038,53.389830508474574,64.70588235294117,36.36363636363637,41.55844155844156,0
101,336038,5,1,1,53.389830508474574,60.30534351145038,35.294117647058826,53.96825396825397,46.2962962962963,1
102,336039,2,0,1,50.35971223021583,38.666666666666664,45.45454545454545,45.90163934426229,43.54838709677419,1
103,336039,8,1,0,38.666666666666664,50.35971223021583,54.54545454545455,44.18604651162791,58.13953488372093,0
104,336040,1,0,0,51.515151515151516,47.014925373134325,68.42105263157895,44.927536231884055,56.45161290322581,1
105,336040,4,1,1,47.014925373134325,51.515151515151516,31.578947368421055,40.625,40.57971014492754,0
106,336041,5,0,1,53.389830508474574,57.142857142857146,37.5,46.03174603174603,46.2962962962963,1
107,336041,7,1,0,57.142857142857146,53.389830508474574,62.5,55.4054054054054,43.421052631578945,0
108,336042,8,0,0,38.666666666666664,60.30534351145038,40.0,55.81395348837209,58.13953488372093,0
109,336042,3,1,1,60.30534351145038,38.666666666666664,60.0,63.63636363636363,58.44155844155844,1
110,336043,6,0,1,42.10526315789474,53.389830508474574,37.5,56.25,31.57894736842105,0
111,336043,5,1,0,53.389830508474574,42.10526315789474,62.5,53.96825396825397,53.7037037037037,1
112,336044,3,0,0,60.30534351145038,47.014925373134325,58.8235294117647,36.36363636363637,41.55844155844156,1
113,336044,4,1,1,47.014925373134325,60.30534351145038,41.1764705882353,40.625,40.57971014492754,0
114,336045,3,0,1,60.30534351145038,53.389830508474574,64.70588235294117,36.36363636363637,58.44155844155844,0
115,336045,5,1,0,53.389830508474574,60.30534351145038,35.294117647058826,53.96825396825397,53.7037037037037,1
116,392186,3,0,1,60.30534351145038,57.142857142857146,45.45454545454545,36.36363636363637,58.44155844155844,0
117,392186,7,1,0,57.142857142857146,60.30534351145038,54.54545454545455,55.4054054054054,43.421052631578945,1
118,392187,2,0,0,50.35971223021583,53.389830508474574,50.0,45.90163934426229,56.45161290322581,1
119,392187,5,1,1,53.389830508474574,50.35971223021583,50.0,53.96825396825397,46.2962962962963,0
120,392188,6,0,1,42.10526315789474,47.014925373134325,44.44444444444444,56.25,31.57894736842105,1
121,392188,4,1,0,47.014925373134325,42.10526315789474,55.55555555555556,40.625,59.42028985507246,0
122,392189,8,0,0,38.666666666666664,51.515151515151516,22.22222222222222,55.81395348837209,58.13953488372093,1
123,392189,1,1,1,51.515151515151516,38.666666666666664,77.77777777777777,55.072463768115945,43.54838709677419,0
124,392190,2,0,0,50.35971223021583,60.30534351145038,36.8421052631579,45.90163934426229,56.45161290322581,0
125,392190,3,1,1,60.30534351145038,50.35971223021583,63.1578947368421,63.63636363636363,58.44155844155844,1
126,392191,4,0,1,47.014925373134325,51.515151515151516,31.57894736842105,59.375,40.57971014492754,0
127,392191,1,1,0,51.515151515151516,47.014925373134325,68.42105263157895,55.072463768115945,56.45161290322581,1
128,392193,2,0,0,50.35971223021583,38.666666666666664,45.45454545454545,45.90163934426229,56.45161290322581,0
129,392193,8,1,1,38.666666666666664,50.35971223021583,54.54545454545455,44.18604651162791,41.86046511627907,1
130,392194,3,0,0,60.30534351145038,42.10526315789474,68.75,36.36363636363637,41.55844155844156,0
131,392194,6,1,1,42.10526315789474,60.30534351145038,31.25,43.75,31.57894736842105,1
132,392195,1,0,1,51.515151515151516,53.389830508474574,40.0,44.927536231884055,43.54838709677419,0
133,392195,5,1,0,53.389830508474574,51.515151515151516,60.0,53.96825396825397,53.7037037037037,1
134,392196,2,0,0,50.35971223021583,47.014925373134325,44.44444444444444,45.90163934426229,56.45161290322581,0
135,392196,4,1,1,47.014925373134325,50.35971223021583,55.55555555555556,40.625,40.57971014492754,1
136,392197,8,0,0,38.666666666666664,57.142857142857146,40.0,55.81395348837209,58.13953488372093,1
137,392197,7,1,1,57.142857142857146,38.666666666666664,60.0,55.4054054054054,56.578947368421055,0
138,392199,2,0,0,50.35971223021583,42.10526315789474,58.8235294117647,45.90163934426229,56.45161290322581,0
139,392199,6,1,1,42.10526315789474,50.35971223021583,41.1764705882353,43.75,31.57894736842105,1
140,392200,4,0,0,47.014925373134325,53.389830508474574,40.0,59.375,59.42028985507246,1
141,392200,5,1,1,53.389830508474574,47.014925373134325,60.0,53.96825396825397,46.2962962962963,0
142,392201,3,0,1,60.30534351145038,38.666666666666664,60.0,36.36363636363637,58.44155844155844,0
143,392201,8,1,0,38.666666666666664,60.30534351145038,40.0,44.18604651162791,58.13953488372093,1
144,392202,1,0,0,51.515151515151516,57.142857142857146,27.77777777777778,44.927536231884055,56.45161290322581,0
145,392202,7,1,1,57.142857142857146,51.515151515151516,72.22222222222223,55.4054054054054,56.578947368421055,1
146,392203,6,0,0,42.10526315789474,53.389830508474574,37.5,56.25,68.42105263157895,0
147,392203,5,1,1,53.389830508474574,42.10526315789474,62.5,53.96825396825397,46.2962962962963,1
148,392204,2,0,0,50.35971223021583,51.515151515151516,50.0,45.90163934426229,56.45161290322581,1
149,392204,1,1,1,51.515151515151516,50.35971223021583,50.0,55.072463768115945,43.54838709677419,0
150,392205,4,0,0,47.014925373134325,57.142857142857146,50.0,59.375,59.42028985507246,1
151,392205,7,1,1,57.142857142857146,47.014925373134325,50.0,55.4054054054054,56.578947368421055,0
152,392206,8,0,1,38.666666666666664,42.10526315789474,36.36363636363637,55.81395348837209,41.86046511627907,0
153,392206,6,1,0,42.10526315789474,38.666666666666664,63.63636363636363,43.75,68.42105263157895,1
154,392207,3,0,1,60.30534351145038,53.389830508474574,64.70588235294117,36.36363636363637,58.44155844155844,1
155,392207,5,1,0,53.389830508474574,60.30534351145038,35.294117647058826,53.96825396825397,53.7037037037037,0
156,392208,1,0,0,51.515151515151516,57.142857142857146,27.77777777777778,44.927536231884055,56.45161290322581,0
157,392208,7,1,1,57.142857142857146,51.515151515151516,72.22222222222223,55.4054054054054,56.578947368421055,1
158,392209,2,0,0,50.35971223021583,47.014925373134325,44.44444444444444,45.90163934426229,56.45161290322581,1
159,392209,4,1,1,47.014925373134325,50.35971223021583,55.55555555555556,40.625,40.57971014492754,0
160,392210,8,0,0,38.666666666666664,53.389830508474574,22.22222222222222,55.81395348837209,58.13953488372093,0
161,392210,5,1,1,53.389830508474574,38.666666666666664,77.77777777777777,53.96825396825397,46.2962962962963,1
162,392211,3,0,1,60.30534351145038,42.10526315789474,68.75,36.36363636363637,58.44155844155844,1
163,392211,6,1,0,42.10526315789474,60.30534351145038,31.25,43.75,68.42105263157895,0
164,392212,4,0,0,47.014925373134325,51.515151515151516,31.57894736842105,59.375,59.42028985507246,1
165,392212,1,1,1,51.515151515151516,47.014925373134325,68.42105263157895,55.072463768115945,43.54838709677419,0
166,392213,2,0,0,50.35971223021583,57.142857142857146,42.10526315789474,45.90163934426229,56.45161290322581,1
167,392213,7,1,1,57.142857142857146,50.35971223021583,57.89473684210526,55.4054054054054,56.578947368421055,0
168,392214,3,0,0,60.30534351145038,38.666666666666664,60.0,36.36363636363637,41.55844155844156,1
169,392214,8,1,1,38.666666666666664,60.30534351145038,40.0,44.18604651162791,41.86046511627907,0
170,392215,4,0,1,47.014925373134325,53.389830508474574,40.0,59.375,40.57971014492754,0
171,392215,5,1,0,53.389830508474574,47.014925373134325,60.0,53.96825396825397,53.7037037037037,1
172,392216,6,0,0,42.10526315789474,51.515151515151516,41.1764705882353,56.25,68.42105263157895,1
173,392216,1,1,1,51.515151515151516,42.10526315789474,58.8235294117647,55.072463768115945,43.54838709677419,0
174,392217,8,0,0,38.666666666666664,57.142857142857146,40.0,55.81395348837209,58.13953488372093,1
175,392217,7,1,1,57.142857142857146,38.666666666666664,60.0,55.4054054054054,56.578947368421055,0
176,392218,2,0,1,50.35971223021583,53.389830508474574,50.0,45.90163934426229,43.54838709677419,0
177,392218,5,1,0,53.389830508474574,50.35971223021583,50.0,53.96825396825397,53.7037037037037,1
178,392219,3,0,0,60.30534351145038,47.014925373134325,58.8235294117647,36.36363636363637,41.55844155844156,1
179,392219,4,1,1,47.014925373134325,60.30534351145038,41.1764705882353,40.625,40.57971014492754,0
180,392220,6,0,0,42.10526315789474,57.142857142857146,50.0,56.25,68.42105263157895,1
181,392220,7,1,1,57.142857142857146,42.10526315789474,50.0,55.4054054054054,56.578947368421055,0
182,392221,8,0,1,38.666666666666664,47.014925373134325,30.0,55.81395348837209,41.86046511627907,0
183,392221,4,1,0,47.014925373134325,38.666666666666664,70.0,40.625,59.42028985507246,1
184,392222,3,0,0,60.30534351145038,53.389830508474574,64.70588235294117,36.36363636363637,41.55844155844156,1
185,392222,5,1,1,53.389830508474574,60.30534351145038,35.294117647058826,53.96825396825397,46.2962962962963,0
186,392223,2,0,0,50.35971223021583,57.142857142857146,42.10526315789474,45.90163934426229,56.45161290322581,0
187,392223,7,1,1,57.142857142857146,50.35971223021583,57.89473684210526,55.4054054054054,56.578947368421055,1
188,392224,6,0,1,42.10526315789474,51.515151515151516,41.1764705882353,56.25,31.57894736842105,1
189,392224,1,1,0,51.515151515151516,42.10526315789474,58.8235294117647,55.072463768115945,56.45161290322581,0
190,392225,8,0,0,38.666666666666664,53.389830508474574,22.22222222222222,55.81395348837209,58.13953488372093,1
191,392225,5,1,1,53.389830508474574,38.666666666666664,77.77777777777777,53.96825396825397,46.2962962962963,0
192,392226,2,0,1,50.35971223021583,51.515151515151516,50.0,45.90163934426229,43.54838709677419,1
193,392226,1,1,0,51.515151515151516,50.35971223021583,50.0,55.072463768115945,56.45161290322581,0
194,392227,4,0,0,47.014925373134325,57.142857142857146,50.0,59.375,59.42028985507246,0
195,392227,7,1,1,57.142857142857146,47.014925373134325,50.0,55.4054054054054,56.578947368421055,1
196,392228,8,0,1,38.666666666666664,42.10526315789474,36.36363636363637,55.81395348837209,41.86046511627907,0
197,392228,6,1,0,42.10526315789474,38.666666666666664,63.63636363636363,43.75,68.42105263157895,1
198,392229,2,0,0,50.35971223021583,60.30534351145038,36.8421052631579,45.90163934426229,56.45161290322581,1
199,392229,3,1,1,60.30534351145038,50.35971223021583,63.1578947368421,63.63636363636363,58.44155844155844,0
200,392230,7,0,0,57.142857142857146,53.389830508474574,62.5,44.5945945945946,43.421052631578945,0
201,392230,5,1,1,53.389830508474574,57.142857142857146,37.5,53.96825396825397,46.2962962962963,1
202,392231,6,0,1,42.10526315789474,47.014925373134325,44.44444444444444,56.25,31.57894736842105,0
203,392231,4,1,0,47.014925373134325,42.10526315789474,55.55555555555556,40.625,59.42028985507246,1
204,392232,3,0,0,60.30534351145038,57.142857142857146,45.45454545454545,36.36363636363637,41.55844155844156,1
205,392232,7,1,1,57.142857142857146,60.30534351145038,54.54545454545455,55.4054054054054,56.578947368421055,0
206,392233,8,0,1,38.666666666666664,51.515151515151516,22.22222222222222,55.81395348837209,41.86046511627907,1
207,392233,1,1,0,51.515151515151516,38.666666666666664,77.77777777777777,55.072463768115945,56.45161290322581,0
208,392234,8,0,1,38.666666666666664,47.014925373134325,30.0,55.81395348837209,41.86046511627907,0
209,392234,4,1,0,47.014925373134325,38.666666666666664,70.0,40.625,59.42028985507246,1
210,392235,6,0,0,42.10526315789474,53.389830508474574,37.5,56.25,68.42105263157895,1
211,392235,5,1,1,53.389830508474574,42.10526315789474,62.5,53.96825396825397,46.2962962962963,0
212,392236,3,0,0,60.30534351145038,51.515151515151516,62.5,36.36363636363637,41.55844155844156,0
213,392236,1,1,1,51.515151515151516,60.30534351145038,37.5,55.072463768115945,43.54838709677419,1
214,392237,2,0,0,50.35971223021583,42.10526315789474,58.8235294117647,45.90163934426229,56.45161290322581,1
215,392237,6,1,1,42.10526315789474,50.35971223021583,41.1764705882353,43.75,31.57894736842105,0
216,392238,1,0,1,51.515151515151516,53.389830508474574,40.0,44.927536231884055,43.54838709677419,1
217,392238,5,1,0,53.389830508474574,51.515151515151516,60.0,53.96825396825397,53.7037037037037,0
218,392239,3,0,0,60.30534351145038,47.014925373134325,58.8235294117647,36.36363636363637,41.55844155844156,1
219,392239,4,1,1,47.014925373134325,60.30534351145038,41.1764705882353,40.625,40.57971014492754,0
220,392240,6,0,1,42.10526315789474,57.142857142857146,50.0,56.25,31.57894736842105,1
221,392240,7,1,0,57.142857142857146,42.10526315789474,50.0,55.4054054054054,43.421052631578945,0
222,392241,2,0,0,50.35971223021583,38.666666666666664,45.45454545454545,45.90163934426229,56.45161290322581,1
223,392241,8,1,1,38.666666666666664,50.35971223021583,54.54545454545455,44.18604651162791,41.86046511627907,0
224,392242,6,0,1,42.10526315789474,38.666666666666664,63.63636363636363,56.25,31.57894736842105,0
225,392242,8,1,0,38.666666666666664,42.10526315789474,36.36363636363637,44.18604651162791,58.13953488372093,1
226,392243,2,0,1,50.35971223021583,60.30534351145038,36.8421052631579,45.90163934426229,43.54838709677419,1
227,392243,3,1,0,60.30534351145038,50.35971223021583,63.1578947368421,63.63636363636363,41.55844155844156,0
228,392244,2,0,1,50.35971223021583,38.666666666666664,45.45454545454545,45.90163934426229,43.54838709677419,0
229,392244,8,1,0,38.666666666666664,50.35971223021583,54.54545454545455,44.18604651162791,58.13953488372093,1
230,419111,8,0,1,38.666666666666664,51.515151515151516,22.22222222222222,55.81395348837209,41.86046511627907,0
231,419111,1,1,0,51.515151515151516,38.666666666666664,77.77777777777777,55.072463768115945,56.45161290322581,1
232,419112,7,0,0,57.142857142857146,53.389830508474574,62.5,44.5945945945946,43.421052631578945,1
233,419112,5,1,1,53.389830508474574,57.142857142857146,37.5,53.96825396825397,46.2962962962963,0
234,419113,4,0,1,47.014925373134325,42.10526315789474,55.55555555555556,59.375,40.57971014492754,0
235,419113,6,1,0,42.10526315789474,47.014925373134325,44.44444444444444,43.75,68.42105263157895,1
236,419114,1,0,1,51.515151515151516,50.35971223021583,50.0,44.927536231884055,43.54838709677419,1
237,419114,2,1,0,50.35971223021583,51.515151515151516,50.0,54.09836065573771,56.45161290322581,0
238,419115,3,0,0,60.30534351145038,38.666666666666664,60.0,36.36363636363637,41.55844155844156,0
239,419115,8,1,1,38.666666666666664,60.30534351145038,40.0,44.18604651162791,41.86046511627907,1
240,419116,5,0,1,53.389830508474574,42.10526315789474,62.5,46.03174603174603,46.2962962962963,0
241,419116,6,1,0,42.10526315789474,53.389830508474574,37.5,43.75,68.42105263157895,1
242,419117,2,0,0,50.35971223021583,47.014925373134325,44.44444444444444,45.90163934426229,56.45161290322581,1
243,419117,4,1,1,47.014925373134325,50.35971223021583,55.55555555555556,40.625,40.57971014492754,0
244,419118,1,0,0,51.515151515151516,60.30534351145038,37.5,44.927536231884055,56.45161290322581,0
245,419118,3,1,1,60.30534351145038,51.515151515151516,62.5,63.63636363636363,58.44155844155844,1
246,419119,6,0,1,42.10526315789474,57.142857142857146,50.0,56.25,31.57894736842105,0
247,419119,7,1,0,57.142857142857146,42.10526315789474,50.0,55.4054054054054,43.421052631578945,1
248,419120,2,0,1,50.35971223021583,53.389830508474574,50.0,45.90163934426229,43.54838709677419,1
249,419120,5,1,0,53.389830508474574,50.35971223021583,50.0,53.96825396825397,53.7037037037037,0
250,419121,6,0,0,42.10526315789474,60.30534351145038,31.25,56.25,68.42105263157895,0
251,419121,3,1,1,60.30534351145038,42.10526315789474,68.75,63.63636363636363,58.44155844155844,1
252,419122,8,0,1,38.666666666666664,47.014925373134325,30.0,55.81395348837209,41.86046511627907,1
253,419122,4,1,0,47.014925373134325,38.666666666666664,70.0,40.625,59.42028985507246,0
254,419123,5,0,0,53.389830508474574,51.515151515151516,60.0,46.03174603174603,53.7037037037037,1
255,419123,1,1,1,51.515151515151516,53.389830508474574,40.0,55.072463768115945,43.54838709677419,0
256,419124,7,0,0,57.142857142857146,50.35971223021583,57.89473684210526,44.5945945945946,43.421052631578945,0
257,419124,2,1,1,50.35971223021583,57.142857142857146,42.10526315789474,54.09836065573771,43.54838709677419,1
258,419125,8,0,0,38.666666666666664,42.10526315789474,36.36363636363637,55.81395348837209,58.13953488372093,1
259,419125,6,1,1,42.10526315789474,38.666666666666664,63.63636363636363,43.75,31.57894736842105,0
260,419126,3,0,1,60.30534351145038,47.014925373134325,58.8235294117647,36.36363636363637,58.44155844155844,0
261,419126,4,1,0,47.014925373134325,60.30534351145038,41.1764705882353,40.625,59.42028985507246,1
262,419127,7,0,0,57.142857142857146,51.515151515151516,72.22222222222223,44.5945945945946,43.421052631578945,1
263,419127,1,1,1,51.515151515151516,57.142857142857146,27.77777777777777,55.072463768115945,43.54838709677419,0
264,419128,2,0,1,50.35971223021583,60.30534351145038,36.8421052631579,45.90163934426229,43.54838709677419,1
265,419128,3,1,0,60.30534351145038,50.35971223021583,63.1578947368421,63.63636363636363,41.55844155844156,0
266,419129,4,0,1,47.014925373134325,53.389830508474574,40.0,59.375,40.57971014492754,0
267,419129,5,1,0,53.389830508474574,47.014925373134325,60.0,53.96825396825397,53.7037037037037,1
268,419130,7,0,1,57.142857142857146,60.30534351145038,54.54545454545455,44.5945945945946,56.578947368421055,1
269,419130,3,1,0,60.30534351145038,57.142857142857146,45.45454545454545,63.63636363636363,41.55844155844156,0
270,419131,5,0,0,53.389830508474574,38.666666666666664,77.77777777777777,46.03174603174603,53.7037037037037,1
271,419131,8,1,1,38.666666666666664,53.389830508474574,22.22222222222223,44.18604651162791,41.86046511627907,0
272,419132,4,0,0,47.014925373134325,51.515151515151516,31.57894736842105,59.375,59.42028985507246,0
273,419132,1,1,1,51.515151515151516,47.014925373134325,68.42105263157895,55.072463768115945,43.54838709677419,1
274,419133,2,0,1,50.35971223021583,42.10526315789474,58.8235294117647,45.90163934426229,43.54838709677419,0
